Unnamed: 0,state,state_postal,state_fips,state_icpsr,county_name,county_fips,county_ansi,county_lat,county_long,jurisdiction,precinct,candidate,candidate_normalized,office,district,writein,party,mode,votes,candidate_fec,candidate_fec_name
1854773,Virginia,VA,51,40,Fauquier County,51061.0,1480120.0,38.74409,-77.82148000000002,FAUQUIER COUNTY,504 - VINT HILL,Jill Stein,stein,US President,statewide,False,green,total,19,P20003984,"STEIN, JILL"
1854774,Virginia,VA,51,40,Fauquier County,51061.0,1480120.0,38.74409,-77.82148000000002,FAUQUIER COUNTY,504 - VINT HILL,Donald Trump,trump,US President,statewide,False,republican,total,1675,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854775,Virginia,VA,51,40,Fauquier County,51061.0,1480120.0,38.74409,-77.82148000000002,FAUQUIER COUNTY,504 - VINT HILL,[Write-in],in,US President,statewide,True,,total,29,,
1854776,Virginia,VA,51,40,Fauquier County,51061.0,1480120.0,38.74409,-77.82148000000002,FAUQUIER COUNTY,504 - VINT HILL,Evan McMullin,mcmullin,US President,statewide,False,independent,total,50,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854777,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,# AB - Central Absentee Precinct,Hillary Clinton,clinton,US President,statewide,False,democratic,total,433,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854778,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,# AB - Central Absentee Precinct,Gary Johnson,johnson,US President,statewide,False,libertarian,total,32,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854779,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,# AB - Central Absentee Precinct,Jill Stein,stein,US President,statewide,False,green,total,18,P20003984,"STEIN, JILL"
1854780,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,# AB - Central Absentee Precinct,Donald Trump,trump,US President,statewide,False,republican,total,554,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854781,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,# AB - Central Absentee Precinct,[Write-in],in,US President,statewide,True,,total,21,,
1854782,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,# AB - Central Absentee Precinct,Evan McMullin,mcmullin,US President,statewide,False,independent,total,11,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854783,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,## Provisional,Hillary Clinton,clinton,US President,statewide,False,democratic,total,0,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854784,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,## Provisional,Gary Johnson,johnson,US President,statewide,False,libertarian,total,0,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854785,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,## Provisional,Jill Stein,stein,US President,statewide,False,green,total,0,P20003984,"STEIN, JILL"
1854786,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,## Provisional,Donald Trump,trump,US President,statewide,False,republican,total,4,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854787,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,## Provisional,[Write-in],in,US President,statewide,True,,total,0,,
1854788,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,## Provisional,Evan McMullin,mcmullin,US President,statewide,False,independent,total,0,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854789,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,301 - COURTHOUSE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,449,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854790,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,301 - COURTHOUSE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,36,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854791,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,301 - COURTHOUSE,Jill Stein,stein,US President,statewide,False,green,total,23,P20003984,"STEIN, JILL"
1854792,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,301 - COURTHOUSE,Donald Trump,trump,US President,statewide,False,republican,total,774,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854793,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,301 - COURTHOUSE,[Write-in],in,US President,statewide,True,,total,13,,
1854794,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,301 - COURTHOUSE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,14,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854795,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,101 - LOCUST GROVE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,382,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854796,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,101 - LOCUST GROVE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,31,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854797,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,101 - LOCUST GROVE,Jill Stein,stein,US President,statewide,False,green,total,13,P20003984,"STEIN, JILL"
1854798,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,101 - LOCUST GROVE,Donald Trump,trump,US President,statewide,False,republican,total,993,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854799,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,101 - LOCUST GROVE,[Write-in],in,US President,statewide,True,,total,10,,
1854800,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,101 - LOCUST GROVE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,17,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854801,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,201 - LITTLE RIVER,Hillary Clinton,clinton,US President,statewide,False,democratic,total,456,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854802,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,201 - LITTLE RIVER,Gary Johnson,johnson,US President,statewide,False,libertarian,total,40,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854803,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,201 - LITTLE RIVER,Jill Stein,stein,US President,statewide,False,green,total,26,P20003984,"STEIN, JILL"
1854804,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,201 - LITTLE RIVER,Donald Trump,trump,US President,statewide,False,republican,total,963,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854805,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,201 - LITTLE RIVER,[Write-in],in,US President,statewide,True,,total,15,,
1854806,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,201 - LITTLE RIVER,Evan McMullin,mcmullin,US President,statewide,False,independent,total,26,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854807,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,401 - BURKS FORK,Hillary Clinton,clinton,US President,statewide,False,democratic,total,309,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854808,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,401 - BURKS FORK,Gary Johnson,johnson,US President,statewide,False,libertarian,total,31,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854809,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,401 - BURKS FORK,Jill Stein,stein,US President,statewide,False,green,total,18,P20003984,"STEIN, JILL"
1854810,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,401 - BURKS FORK,Donald Trump,trump,US President,statewide,False,republican,total,950,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854811,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,401 - BURKS FORK,[Write-in],in,US President,statewide,True,,total,9,,
1854812,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,401 - BURKS FORK,Evan McMullin,mcmullin,US President,statewide,False,independent,total,7,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854813,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,501 - INDIAN VALLEY,Hillary Clinton,clinton,US President,statewide,False,democratic,total,271,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854814,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,501 - INDIAN VALLEY,Gary Johnson,johnson,US President,statewide,False,libertarian,total,15,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854815,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,501 - INDIAN VALLEY,Jill Stein,stein,US President,statewide,False,green,total,9,P20003984,"STEIN, JILL"
1854816,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,501 - INDIAN VALLEY,Donald Trump,trump,US President,statewide,False,republican,total,1055,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854817,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,501 - INDIAN VALLEY,[Write-in],in,US President,statewide,True,,total,7,,
1854818,Virginia,VA,51,40,Floyd County,51063.0,1494354.0,36.93144,-80.35031,FLOYD COUNTY,501 - INDIAN VALLEY,Evan McMullin,mcmullin,US President,statewide,False,independent,total,16,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854819,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,# AB - Central Absentee Precinct,Hillary Clinton,clinton,US President,statewide,False,democratic,total,975,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854820,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,# AB - Central Absentee Precinct,Gary Johnson,johnson,US President,statewide,False,libertarian,total,70,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854821,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,# AB - Central Absentee Precinct,Jill Stein,stein,US President,statewide,False,green,total,9,P20003984,"STEIN, JILL"
1854822,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,# AB - Central Absentee Precinct,Donald Trump,trump,US President,statewide,False,republican,total,803,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854823,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,# AB - Central Absentee Precinct,[Write-in],in,US President,statewide,True,,total,11,,
1854824,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,# AB - Central Absentee Precinct,Evan McMullin,mcmullin,US President,statewide,False,independent,total,28,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854825,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,## Provisional,Hillary Clinton,clinton,US President,statewide,False,democratic,total,9,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854826,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,## Provisional,Gary Johnson,johnson,US President,statewide,False,libertarian,total,0,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854827,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,## Provisional,Jill Stein,stein,US President,statewide,False,green,total,0,P20003984,"STEIN, JILL"
1854828,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,## Provisional,Donald Trump,trump,US President,statewide,False,republican,total,7,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854829,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,## Provisional,[Write-in],in,US President,statewide,True,,total,0,,
1854830,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,## Provisional,Evan McMullin,mcmullin,US President,statewide,False,independent,total,0,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854831,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,101 - PALMYRA,Hillary Clinton,clinton,US President,statewide,False,democratic,total,1224,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854832,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,101 - PALMYRA,Gary Johnson,johnson,US President,statewide,False,libertarian,total,95,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854833,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,101 - PALMYRA,Jill Stein,stein,US President,statewide,False,green,total,17,P20003984,"STEIN, JILL"
1854834,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,101 - PALMYRA,Donald Trump,trump,US President,statewide,False,republican,total,1373,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854835,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,101 - PALMYRA,[Write-in],in,US President,statewide,True,,total,15,,
1854836,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,101 - PALMYRA,Evan McMullin,mcmullin,US President,statewide,False,independent,total,35,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854837,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,201 - COLUMBIA,Hillary Clinton,clinton,US President,statewide,False,democratic,total,729,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854838,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,201 - COLUMBIA,Gary Johnson,johnson,US President,statewide,False,libertarian,total,47,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854839,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,201 - COLUMBIA,Jill Stein,stein,US President,statewide,False,green,total,10,P20003984,"STEIN, JILL"
1854840,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,201 - COLUMBIA,Donald Trump,trump,US President,statewide,False,republican,total,997,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854841,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,201 - COLUMBIA,[Write-in],in,US President,statewide,True,,total,12,,
1854842,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,201 - COLUMBIA,Evan McMullin,mcmullin,US President,statewide,False,independent,total,24,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854843,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,301 - FORK UNION,Hillary Clinton,clinton,US President,statewide,False,democratic,total,905,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854844,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,301 - FORK UNION,Gary Johnson,johnson,US President,statewide,False,libertarian,total,43,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854845,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,301 - FORK UNION,Jill Stein,stein,US President,statewide,False,green,total,8,P20003984,"STEIN, JILL"
1854846,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,301 - FORK UNION,Donald Trump,trump,US President,statewide,False,republican,total,959,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854847,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,301 - FORK UNION,[Write-in],in,US President,statewide,True,,total,12,,
1854848,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,301 - FORK UNION,Evan McMullin,mcmullin,US President,statewide,False,independent,total,24,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854849,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,401 - CUNNINGHAM,Hillary Clinton,clinton,US President,statewide,False,democratic,total,780,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854850,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,401 - CUNNINGHAM,Gary Johnson,johnson,US President,statewide,False,libertarian,total,71,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854851,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,401 - CUNNINGHAM,Jill Stein,stein,US President,statewide,False,green,total,14,P20003984,"STEIN, JILL"
1854852,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,401 - CUNNINGHAM,Donald Trump,trump,US President,statewide,False,republican,total,1556,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854853,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,401 - CUNNINGHAM,[Write-in],in,US President,statewide,True,,total,23,,
1854854,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,401 - CUNNINGHAM,Evan McMullin,mcmullin,US President,statewide,False,independent,total,39,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854855,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,501 - RIVANNA,Hillary Clinton,clinton,US President,statewide,False,democratic,total,1138,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854856,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,501 - RIVANNA,Gary Johnson,johnson,US President,statewide,False,libertarian,total,99,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854857,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,501 - RIVANNA,Jill Stein,stein,US President,statewide,False,green,total,22,P20003984,"STEIN, JILL"
1854858,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,501 - RIVANNA,Donald Trump,trump,US President,statewide,False,republican,total,1330,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854859,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,501 - RIVANNA,[Write-in],in,US President,statewide,True,,total,16,,
1854860,Virginia,VA,51,40,Fluvanna County,51065.0,1494061.0,37.83057,-78.28348000000003,FLUVANNA COUNTY,501 - RIVANNA,Evan McMullin,mcmullin,US President,statewide,False,independent,total,68,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854861,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,# AB - Central Absentee Precinct,Hillary Clinton,clinton,US President,statewide,False,democratic,total,762,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854862,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,# AB - Central Absentee Precinct,Gary Johnson,johnson,US President,statewide,False,libertarian,total,47,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854863,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,# AB - Central Absentee Precinct,Jill Stein,stein,US President,statewide,False,green,total,10,P20003984,"STEIN, JILL"
1854864,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,# AB - Central Absentee Precinct,Donald Trump,trump,US President,statewide,False,republican,total,1310,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854865,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,# AB - Central Absentee Precinct,[Write-in],in,US President,statewide,True,,total,16,,
1854866,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,# AB - Central Absentee Precinct,Evan McMullin,mcmullin,US President,statewide,False,independent,total,24,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854867,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,## Provisional,Hillary Clinton,clinton,US President,statewide,False,democratic,total,3,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854868,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,## Provisional,Gary Johnson,johnson,US President,statewide,False,libertarian,total,0,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854869,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,## Provisional,Jill Stein,stein,US President,statewide,False,green,total,0,P20003984,"STEIN, JILL"
1854870,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,## Provisional,Donald Trump,trump,US President,statewide,False,republican,total,9,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854871,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,## Provisional,[Write-in],in,US President,statewide,True,,total,0,,
1854872,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,## Provisional,Evan McMullin,mcmullin,US President,statewide,False,independent,total,0,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854873,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,102 - BURNT CHIMNEY,Hillary Clinton,clinton,US President,statewide,False,democratic,total,437,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854874,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,102 - BURNT CHIMNEY,Gary Johnson,johnson,US President,statewide,False,libertarian,total,54,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854875,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,102 - BURNT CHIMNEY,Jill Stein,stein,US President,statewide,False,green,total,6,P20003984,"STEIN, JILL"
1854876,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,102 - BURNT CHIMNEY,Donald Trump,trump,US President,statewide,False,republican,total,1248,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854877,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,102 - BURNT CHIMNEY,[Write-in],in,US President,statewide,True,,total,11,,
1854878,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,102 - BURNT CHIMNEY,Evan McMullin,mcmullin,US President,statewide,False,independent,total,14,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854879,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,103 - SCRUGGS,Hillary Clinton,clinton,US President,statewide,False,democratic,total,651,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1854880,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,103 - SCRUGGS,Gary Johnson,johnson,US President,statewide,False,libertarian,total,64,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1854881,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,103 - SCRUGGS,Jill Stein,stein,US President,statewide,False,green,total,7,P20003984,"STEIN, JILL"
1854882,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,103 - SCRUGGS,Donald Trump,trump,US President,statewide,False,republican,total,2009,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1854883,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,103 - SCRUGGS,[Write-in],in,US President,statewide,True,,total,9,,
1854884,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,103 - SCRUGGS,Evan McMullin,mcmullin,US President,statewide,False,independent,total,20,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1854885,Virginia,VA,51,40,Franklin County,51067.0,1494434.0,36.99118,-79.88271999999998,FRANKLIN COUNTY,201 - GLADE HILL,Hillary Clinton,clinton,US President,statewide,False,democratic,total,315,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
