Unnamed: 0,state,state_postal,state_fips,state_icpsr,county_name,county_fips,county_ansi,county_lat,county_long,jurisdiction,precinct,candidate,candidate_normalized,office,district,writein,party,mode,votes,candidate_fec,candidate_fec_name
1852594,Virginia,VA,51,40,Craig County,51045.0,1673664.0,37.4736,-80.23105,CRAIG COUNTY,501 - CRAIG CITY,Gary Johnson,johnson,US President,statewide,False,libertarian,total,8,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852595,Virginia,VA,51,40,Craig County,51045.0,1673664.0,37.4736,-80.23105,CRAIG COUNTY,501 - CRAIG CITY,Jill Stein,stein,US President,statewide,False,green,total,5,P20003984,"STEIN, JILL"
1852596,Virginia,VA,51,40,Craig County,51045.0,1673664.0,37.4736,-80.23105,CRAIG COUNTY,501 - CRAIG CITY,Donald Trump,trump,US President,statewide,False,republican,total,448,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852597,Virginia,VA,51,40,Craig County,51045.0,1673664.0,37.4736,-80.23105,CRAIG COUNTY,501 - CRAIG CITY,[Write-in],in,US President,statewide,True,,total,1,,
1852598,Virginia,VA,51,40,Craig County,51045.0,1673664.0,37.4736,-80.23105,CRAIG COUNTY,501 - CRAIG CITY,Evan McMullin,mcmullin,US President,statewide,False,independent,total,4,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852599,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,# AB - Central Absentee Precinct,Hillary Clinton,clinton,US President,statewide,False,democratic,total,1179,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852600,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,# AB - Central Absentee Precinct,Gary Johnson,johnson,US President,statewide,False,libertarian,total,70,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852601,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,# AB - Central Absentee Precinct,Jill Stein,stein,US President,statewide,False,green,total,31,P20003984,"STEIN, JILL"
1852602,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,# AB - Central Absentee Precinct,Donald Trump,trump,US President,statewide,False,republican,total,1230,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852603,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,# AB - Central Absentee Precinct,[Write-in],in,US President,statewide,True,,total,18,,
1852604,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,# AB - Central Absentee Precinct,Evan McMullin,mcmullin,US President,statewide,False,independent,total,30,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852605,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,## Provisional,Hillary Clinton,clinton,US President,statewide,False,democratic,total,11,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852606,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,## Provisional,Gary Johnson,johnson,US President,statewide,False,libertarian,total,0,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852607,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,## Provisional,Jill Stein,stein,US President,statewide,False,green,total,0,P20003984,"STEIN, JILL"
1852608,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,## Provisional,Donald Trump,trump,US President,statewide,False,republican,total,6,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852609,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,## Provisional,[Write-in],in,US President,statewide,True,,total,0,,
1852610,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,## Provisional,Evan McMullin,mcmullin,US President,statewide,False,independent,total,0,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852611,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,101 - WEST FAIRFAX,Hillary Clinton,clinton,US President,statewide,False,democratic,total,1076,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852612,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,101 - WEST FAIRFAX,Gary Johnson,johnson,US President,statewide,False,libertarian,total,75,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852613,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,101 - WEST FAIRFAX,Jill Stein,stein,US President,statewide,False,green,total,24,P20003984,"STEIN, JILL"
1852614,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,101 - WEST FAIRFAX,Donald Trump,trump,US President,statewide,False,republican,total,1254,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852615,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,101 - WEST FAIRFAX,[Write-in],in,US President,statewide,True,,total,12,,
1852616,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,101 - WEST FAIRFAX,Evan McMullin,mcmullin,US President,statewide,False,independent,total,33,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852617,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,201 - EAST FAIRFAX,Hillary Clinton,clinton,US President,statewide,False,democratic,total,1092,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852618,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,201 - EAST FAIRFAX,Gary Johnson,johnson,US President,statewide,False,libertarian,total,54,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852619,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,201 - EAST FAIRFAX,Jill Stein,stein,US President,statewide,False,green,total,17,P20003984,"STEIN, JILL"
1852620,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,201 - EAST FAIRFAX,Donald Trump,trump,US President,statewide,False,republican,total,983,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852621,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,201 - EAST FAIRFAX,[Write-in],in,US President,statewide,True,,total,12,,
1852622,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,201 - EAST FAIRFAX,Evan McMullin,mcmullin,US President,statewide,False,independent,total,15,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852623,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,302 - EGGBORNSVILLE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,328,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852624,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,302 - EGGBORNSVILLE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,28,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852625,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,302 - EGGBORNSVILLE,Jill Stein,stein,US President,statewide,False,green,total,11,P20003984,"STEIN, JILL"
1852626,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,302 - EGGBORNSVILLE,Donald Trump,trump,US President,statewide,False,republican,total,909,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852627,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,302 - EGGBORNSVILLE,[Write-in],in,US President,statewide,True,,total,4,,
1852628,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,302 - EGGBORNSVILLE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,16,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852629,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,303 - CARDOVA,Hillary Clinton,clinton,US President,statewide,False,democratic,total,283,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852630,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,303 - CARDOVA,Gary Johnson,johnson,US President,statewide,False,libertarian,total,26,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852631,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,303 - CARDOVA,Jill Stein,stein,US President,statewide,False,green,total,9,P20003984,"STEIN, JILL"
1852632,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,303 - CARDOVA,Donald Trump,trump,US President,statewide,False,republican,total,669,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852633,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,303 - CARDOVA,[Write-in],in,US President,statewide,True,,total,1,,
1852634,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,303 - CARDOVA,Evan McMullin,mcmullin,US President,statewide,False,independent,total,7,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852635,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,304 - WILLOW SHADE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,204,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852636,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,304 - WILLOW SHADE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,10,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852637,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,304 - WILLOW SHADE,Jill Stein,stein,US President,statewide,False,green,total,3,P20003984,"STEIN, JILL"
1852638,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,304 - WILLOW SHADE,Donald Trump,trump,US President,statewide,False,republican,total,274,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852639,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,304 - WILLOW SHADE,[Write-in],in,US President,statewide,True,,total,3,,
1852640,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,304 - WILLOW SHADE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,7,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852641,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,401 - ELDORADO,Hillary Clinton,clinton,US President,statewide,False,democratic,total,362,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852642,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,401 - ELDORADO,Gary Johnson,johnson,US President,statewide,False,libertarian,total,23,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852643,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,401 - ELDORADO,Jill Stein,stein,US President,statewide,False,green,total,14,P20003984,"STEIN, JILL"
1852644,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,401 - ELDORADO,Donald Trump,trump,US President,statewide,False,republican,total,877,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852645,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,401 - ELDORADO,[Write-in],in,US President,statewide,True,,total,6,,
1852646,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,401 - ELDORADO,Evan McMullin,mcmullin,US President,statewide,False,independent,total,10,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852647,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,402 - BROWNS STORE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,566,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852648,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,402 - BROWNS STORE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,45,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852649,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,402 - BROWNS STORE,Jill Stein,stein,US President,statewide,False,green,total,11,P20003984,"STEIN, JILL"
1852650,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,402 - BROWNS STORE,Donald Trump,trump,US President,statewide,False,republican,total,1294,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852651,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,402 - BROWNS STORE,[Write-in],in,US President,statewide,True,,total,8,,
1852652,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,402 - BROWNS STORE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,25,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852653,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,501 - JEFFERSONTON,Hillary Clinton,clinton,US President,statewide,False,democratic,total,490,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852654,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,501 - JEFFERSONTON,Gary Johnson,johnson,US President,statewide,False,libertarian,total,54,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852655,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,501 - JEFFERSONTON,Jill Stein,stein,US President,statewide,False,green,total,8,P20003984,"STEIN, JILL"
1852656,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,501 - JEFFERSONTON,Donald Trump,trump,US President,statewide,False,republican,total,1136,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852657,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,501 - JEFFERSONTON,[Write-in],in,US President,statewide,True,,total,9,,
1852658,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,501 - JEFFERSONTON,Evan McMullin,mcmullin,US President,statewide,False,independent,total,27,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852659,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,502 - RIXEYVILLE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,414,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852660,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,502 - RIXEYVILLE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,49,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852661,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,502 - RIXEYVILLE,Jill Stein,stein,US President,statewide,False,green,total,12,P20003984,"STEIN, JILL"
1852662,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,502 - RIXEYVILLE,Donald Trump,trump,US President,statewide,False,republican,total,1104,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852663,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,502 - RIXEYVILLE,[Write-in],in,US President,statewide,True,,total,8,,
1852664,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,502 - RIXEYVILLE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,22,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852665,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,601 - MITCHELLS,Hillary Clinton,clinton,US President,statewide,False,democratic,total,91,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852666,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,601 - MITCHELLS,Gary Johnson,johnson,US President,statewide,False,libertarian,total,5,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852667,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,601 - MITCHELLS,Jill Stein,stein,US President,statewide,False,green,total,4,P20003984,"STEIN, JILL"
1852668,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,601 - MITCHELLS,Donald Trump,trump,US President,statewide,False,republican,total,172,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852669,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,601 - MITCHELLS,[Write-in],in,US President,statewide,True,,total,0,,
1852670,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,601 - MITCHELLS,Evan McMullin,mcmullin,US President,statewide,False,independent,total,2,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852671,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,602 - PEARL SAMPLE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,617,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852672,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,602 - PEARL SAMPLE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,45,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852673,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,602 - PEARL SAMPLE,Jill Stein,stein,US President,statewide,False,green,total,6,P20003984,"STEIN, JILL"
1852674,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,602 - PEARL SAMPLE,Donald Trump,trump,US President,statewide,False,republican,total,1087,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852675,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,602 - PEARL SAMPLE,[Write-in],in,US President,statewide,True,,total,7,,
1852676,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,602 - PEARL SAMPLE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,21,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852677,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,603 - SOUTH RIDGE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,257,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852678,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,603 - SOUTH RIDGE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,24,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852679,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,603 - SOUTH RIDGE,Jill Stein,stein,US President,statewide,False,green,total,4,P20003984,"STEIN, JILL"
1852680,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,603 - SOUTH RIDGE,Donald Trump,trump,US President,statewide,False,republican,total,301,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852681,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,603 - SOUTH RIDGE,[Write-in],in,US President,statewide,True,,total,6,,
1852682,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,603 - SOUTH RIDGE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,12,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852683,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,702 - BRANDY STATION,Hillary Clinton,clinton,US President,statewide,False,democratic,total,430,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852684,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,702 - BRANDY STATION,Gary Johnson,johnson,US President,statewide,False,libertarian,total,46,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852685,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,702 - BRANDY STATION,Jill Stein,stein,US President,statewide,False,green,total,12,P20003984,"STEIN, JILL"
1852686,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,702 - BRANDY STATION,Donald Trump,trump,US President,statewide,False,republican,total,1126,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852687,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,702 - BRANDY STATION,[Write-in],in,US President,statewide,True,,total,12,,
1852688,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,702 - BRANDY STATION,Evan McMullin,mcmullin,US President,statewide,False,independent,total,7,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852689,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,703 - LIGNUM,Hillary Clinton,clinton,US President,statewide,False,democratic,total,254,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852690,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,703 - LIGNUM,Gary Johnson,johnson,US President,statewide,False,libertarian,total,27,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852691,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,703 - LIGNUM,Jill Stein,stein,US President,statewide,False,green,total,7,P20003984,"STEIN, JILL"
1852692,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,703 - LIGNUM,Donald Trump,trump,US President,statewide,False,republican,total,589,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852693,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,703 - LIGNUM,[Write-in],in,US President,statewide,True,,total,2,,
1852694,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,703 - LIGNUM,Evan McMullin,mcmullin,US President,statewide,False,independent,total,3,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852695,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,704 - RICHARDSVILLE,Hillary Clinton,clinton,US President,statewide,False,democratic,total,105,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852696,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,704 - RICHARDSVILLE,Gary Johnson,johnson,US President,statewide,False,libertarian,total,3,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852697,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,704 - RICHARDSVILLE,Jill Stein,stein,US President,statewide,False,green,total,3,P20003984,"STEIN, JILL"
1852698,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,704 - RICHARDSVILLE,Donald Trump,trump,US President,statewide,False,republican,total,338,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852699,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,704 - RICHARDSVILLE,[Write-in],in,US President,statewide,True,,total,0,,
1852700,Virginia,VA,51,40,Culpeper County,51047.0,1497831.0,38.48593,-77.95648,CULPEPER COUNTY,704 - RICHARDSVILLE,Evan McMullin,mcmullin,US President,statewide,False,independent,total,5,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852701,Virginia,VA,51,40,Cumberland County,51049.0,1494109.0,37.52019,-78.25284,CUMBERLAND COUNTY,# AB - Central Absentee Precinct,Hillary Clinton,clinton,US President,statewide,False,democratic,total,148,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
1852702,Virginia,VA,51,40,Cumberland County,51049.0,1494109.0,37.52019,-78.25284,CUMBERLAND COUNTY,# AB - Central Absentee Precinct,Gary Johnson,johnson,US President,statewide,False,libertarian,total,3,P60012234,"JOHNSON, JOHN FITZGERALD MR."
1852703,Virginia,VA,51,40,Cumberland County,51049.0,1494109.0,37.52019,-78.25284,CUMBERLAND COUNTY,# AB - Central Absentee Precinct,Jill Stein,stein,US President,statewide,False,green,total,4,P20003984,"STEIN, JILL"
1852704,Virginia,VA,51,40,Cumberland County,51049.0,1494109.0,37.52019,-78.25284,CUMBERLAND COUNTY,# AB - Central Absentee Precinct,Donald Trump,trump,US President,statewide,False,republican,total,187,P80001571,"TRUMP, DONALD J. / MICHAEL R. PENCE"
1852705,Virginia,VA,51,40,Cumberland County,51049.0,1494109.0,37.52019,-78.25284,CUMBERLAND COUNTY,# AB - Central Absentee Precinct,[Write-in],in,US President,statewide,True,,total,0,,
1852706,Virginia,VA,51,40,Cumberland County,51049.0,1494109.0,37.52019,-78.25284,CUMBERLAND COUNTY,# AB - Central Absentee Precinct,Evan McMullin,mcmullin,US President,statewide,False,independent,total,3,P60022654,"MCMULLIN, EVAN / MINDY FINN"
1852707,Virginia,VA,51,40,Cumberland County,51049.0,1494109.0,37.52019,-78.25284,CUMBERLAND COUNTY,## Provisional,Hillary Clinton,clinton,US President,statewide,False,democratic,total,2,P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE"
